1, 1613423, 807, 20011015.2226039991, 1613424, 4518, 0, 0, 654, 1395, 20011204.1149509996, 10.955403, 2288071, -0.28820264, 0.40731233, 10.559091
1, 1613423, 808, 20011015.2226039991, 1613424, 886, 0, 0, 61, 371, 20011204.115313001, 23.326479, 2288071, -0.24732992, 0.45591551, 57.810596
1, 1613423, 809, 20011015.2226039991, 1613424, 638, 0, 0, 7, 121, 20011204.1153549999, 2.4442992, 2288071, -0.39096078, 0.58953387, 167.75714
4, 1613423, 810, 20011015.2226039991, 1613424, 4259, 0, 0, 1024, 1302, 20011204.1154300012, 9.5218678, 2288071, -0.29015437, 0.44602653, 8.6443624
5, 1613423, 811, 20011015.2226039991, 1613424, 3673, 1, 0, 592, 1246, 20011204.1157209985, 13.560424, 2288071, -0.25741839, 0.41968927, 29.02236
3, 1613423, 812, 20011015.2226039991, 1613424, 4707, 0, 0, 655, 1529, 20011204.1159470007, 47.679569, 2288071, -0.22179361, 0.41279319, 6.5899963
1, 1613423, 813, 20011015.2226039991, 1613424, 1115, 0, 0, 27, 384, 20011204.1202500015, 20.839916, 2288071, -0.23799685, 0.46584174, 7.9682536
2, 1613423, 814, 20011015.2226039991, 1613424, 678, 0, 0, 24, 263, 20011204.1203389987, 4.8227081, 2288071, -0.20905563, 0.31556332, -89.918007
0, 1613423, 815, 20011015.2226039991, 1613424, 632, 0, 0, 14, 243, 20011204.1204119995, 13.18028, 2288071, -0.30221173, 0.48555049, -3.6457486
3, 1613423, 816, 20011015.2226039991, 1613424, 4364, 1, 0, 692, 1512, 20011204.1204449981, 21.609955, 2288071, -0.26237243, 0.47709364, -5.2208481
1, 1613423, 817, 20011015.2226039991, 1613424, 170, 0, 0, 1, 57, 20011204.1207339987, 2.6370063, 2288071, -0.2592082, 0.32376853, 94.953995
0, 1613423, 818, 20011015.2226039991, 1613424, 32, 0, 0, 0, 11, 20011204.1207460016, 1.1883326, 2288071, -0.27256963, 0.58346957, 16.86512
0, 1613423, 819, 20011015.2226039991, 1613424, 602, 0, 0, 16, 252, 20011204.1207519993, 14.771303, 2288071, -0.31397858, 0.45868674, -32.740765
1, 1613423, 820, 20011015.2226039991, 1613424, 777, 0, 0, 21, 329, 20011204.1208220012, 9.4863329, 2288071, -0.29182422, 0.41264325, -4.4004889
0, 1613423, 821, 20011015.2226050012, 1613424, 237, 0, 0, 4, 89, 20011204.1208579987, 8.8352957, 2288071, -0.2196593, 0.40436059, -78.950081
0, 1613423, 822, 20011015.2226050012, 1613424, 29, 0, 0, 0, 0, 20011204.1209129989, 0, 2288071, -9999, -9999, -9999
0, 1613423, 823, 20011015.2226050012, 1613424, 779, 0, 0, 15, 274, 20011204.1209179983, 21.63847, 2288071, -0.17584553, 0.41874793, -96.25489
0, 1613423, 824, 20011015.2226050012, 1613424, 4176, 0, 0, 0, 0, 20011204.1209550016, 0, 2288071, -9999, -9999, -9999
0, 1613423, 825, 20011015.2226050012, 1613424, 497, 0, 0, 0, 0, 20011204.121204, 0, 2288071, -9999, -9999, -9999
0, 1613423, 826, 20011015.2226059996, 1613424, 203, 0, 0, 3, 69, 20011204.1212360002, 5.3809857, 2288071, -0.33559471, 0.28736025, -83.446236
0, 1613423, 827, 20011015.2226059996, 1613424, 71, 0, 0, 0, 18, 20011204.1212490015, 1.3212966, 2288071, -0.3112641, 0.48627684, -77.067696
3, 1613423, 828, 20011015.2226059996, 1613424, 1365, 0, 0, 75, 493, 20011204.1212569997, 12.979972, 2288071, -0.23462693, 0.48116955, 21.236126
0, 1613423, 829, 20011015.2226059996, 1613424, 367, 0, 0, 12, 147, 20011204.1213530004, 10.76073, 2288071, -0.25917718, 0.49710152, 41.608982
0, 1613423, 830, 20011015.2226059996, 1613424, 6, 0, 0, 0, 4, 20011204.1214129999, 0.73133653, 2288071, 1.3045986, -0.94006461, 14.809896
0, 1613423, 831, 20011015.2226070017, 1613424, 1535, 0, 0, 0, 0, 20011204.1214179993, 0, 2288071, -9999, -9999, -9999
2, 1613423, 832, 20011015.2226070017, 1613424, 1120, 0, 0, 87, 392, 20011204.1215090007, 24.656946, 2288071, -0.17394987, 0.33240753, -94.059624
0, 1613423, 833, 20011015.2226070017, 1613424, 177, 0, 0, 0, 68, 20011204.1216030009, 5.3894892, 2288071, -0.15539341, 0.45179522, 36.859623
0, 1613423, 834, 20011015.2226070017, 1613424, 183, 0, 0, 1, 73, 20011204.1216159984, 4.8128786, 2288071, -0.21637312, 0.57186067, -6.2217755
0, 1613423, 835, 20011015.2226070017, 1613424, 11, 0, 0, 0, 6, 20011204.1216289997, 0.41913989, 2288071, -0.29390997, 0.092850208, -69.028831
1, 1613423, 836, 20011015.222608, 1613424, 177, 0, 0, 4, 78, 20011204.121633999, 3.2391739, 2288071, -0.38440984, 0.25483197, -80.669769
0, 1613423, 837, 20011015.222608, 1613424, 273, 0, 0, 4, 101, 20011204.1216470003, 1.7785925, 2288071, -0.095994994, 0.30275279, -74.880913
0, 1613423, 838, 20011015.222608, 1613424, 419, 0, 0, 6, 181, 20011204.121704001, 4.5231643, 2288071, -0.28911892, 0.3661696, -3.8337331
2, 1613423, 839, 20011015.222608, 1613424, 1316, 0, 0, 51, 530, 20011204.1217270009, 16.492701, 2288071, -0.28102747, 0.44811758, 1.6143776
0, 1613423, 840, 20011015.222608, 1613424, 7, 0, 0, 0, 2, 20011204.1218260005, 0.41632503, 2288071, 0.4896473, 1.341807, 151.89894
0, 1613423, 841, 20011015.2226089984, 1613424, 31, 0, 0, 0, 21, 20011204.1218300015, 0.50248492, 2288071, -0.40305525, 0.34137201, 24.203182
0, 1613423, 842, 20011015.2226089984, 1613424, 16, 0, 0, 0, 0, 20011204.1218359992, 0, 2288071, -9999, -9999, -9999
0, 1613423, 843, 20011015.2226089984, 1613424, 829, 0, 0, 33, 321, 20011204.1218409985, 11.413006, 2288071, -0.24915926, 0.41777769, 17.551394
3, 1613423, 844, 20011015.2226089984, 1613424, 1192, 0, 0, 48, 468, 20011204.1219209991, 16.595303, 2288071, -0.23443076, 0.39977676, -28.58437
0, 1613423, 845, 20011015.2226089984, 1613424, 91, 0, 0, 2, 33, 20011204.122014001, 1.8041751, 2288071, -0.076906733, 0.17225547, -44.639626
0, 1613423, 846, 20011015.2226100005, 1613424, 222, 0, 0, 0, 108, 20011204.1220230013, 6.6971574, 2288071, -0.18567939, 0.35803953, 2.7128785
0, 1613423, 847, 20011015.2226100005, 1613424, 16, 0, 0, 0, 4, 20011204.1220379993, 0.5730738, 2288071, 0.85059893, 0.34670049, -96.231804
0, 1613423, 848, 20011015.2226100005, 1613424, 96, 0, 0, 1, 54, 20011204.1220429987, 2.7092767, 2288071, -0.38894382, 0.46751568, 20.040533
0, 1613423, 849, 20011015.2226100005, 1613424, 53, 0, 0, 0, 20, 20011204.122051999, 2.012917, 2288071, -0.11852182, 0.50249642, 68.094131
0, 1613423, 850, 20011015.2226100005, 1613424, 186, 0, 0, 1, 72, 20011204.1220999993, 2.6542609, 2288071, -0.24682391, 0.55390495, 19.617706
3, 1613423, 851, 20011015.2226109989, 1613424, 1115, 0, 0, 104, 421, 20011204.1221119985, 23.812302, 2288071, -0.30610493, 0.40767431, -75.653389
0, 1613423, 852, 20011015.2226109989, 1613424, 443, 0, 0, 8, 178, 20011204.1222020015, 2.443249, 2288071, -0.23913103, 0.49434501, 35.701546
0, 1613423, 853, 20011015.2226109989, 1613424, 77, 0, 0, 0, 31, 20011204.1222259998, 1.0429312, 2288071, -0.068221159, 0.24822018, -122.41609
1, 1613423, 854, 20011015.2226109989, 1613424, 609, 0, 0, 13, 189, 20011204.1222350001, 5.3623829, 2288071, -0.25595266, 0.32093352, -11.275365
0, 1613423, 855, 20011015.222612001, 1613424, 45, 0, 0, 0, 27, 20011204.1223089993, 1.1671565, 2288071, -0.075856857, 0.38843143, 1.8627923
0, 1613423, 856, 20011015.222612001, 1613424, 265, 0, 0, 3, 94, 20011204.1223159991, 6.913969, 2288071, -0.28765365, 0.37454784, 7.7389007
0, 1613423, 857, 20011015.222612001, 1613424, 244, 0, 0, 0, 88, 20011204.1223319992, 0.59841615, 2288071, -0.19462454, 0.45061955, -25.604435
2, 1613423, 858, 20011015.222612001, 1613424, 1125, 0, 0, 43, 462, 20011204.1223490015, 8.4077568, 2288071, -0.28998134, 0.44802162, 3.3730991
0, 1613423, 859, 20011015.222612001, 1613424, 130, 0, 0, 1, 41, 20011204.1224399991, 2.8747416, 2288071, -0.28751341, 0.21213838, -53.937138
